average_precision,roc_auc,precision_late,recall_late,f1_late,balanced_accuracy,accuracy,threshold
0.14389800201174383,0.7571943072868621,0.10536585365853658,0.6985769728331177,0.18311291963377416,0.6819160690988981,0.6670352453351762,0.6499999999999999
0.14389800201174383,0.7571943072868621,0.2106164383561644,0.1591203104786546,0.1812822402358143,0.5627316526475189,0.9232204561161023,0.84
0.14389800201174383,0.7571943072868621,0.10326678765880218,0.7360931435963778,0.18112366703803914,0.6876786080104982,0.6444367657221838,0.6399999999999999
0.14389800201174383,0.7571943072868621,0.09944096222259868,0.759379042690815,0.17585380467345715,0.6856324285513651,0.6197650310988252,0.63
0.14389800201174383,0.7571943072868621,0.09547977795400475,0.7787839586028461,0.17010454930771404,0.6812077053728256,0.5940566689702833,0.62
0.14389800201174383,0.7571943072868621,0.0929745889387145,0.8046571798188874,0.1666889990620394,0.6808202304146638,0.5702142363510712,0.61
0.14389800201174383,0.7571943072868621,0.21627408993576017,0.13065976714100905,0.1629032258064516,0.5519692936603052,0.9282653766413269,0.8499999999999999
0.14389800201174383,0.7571943072868621,0.09016624401239785,0.8279430789133247,0.16262228433490028,0.6782264857952767,0.5445058742225294,0.6
0.14389800201174383,0.7571943072868621,0.08760197940350407,0.8473479948253557,0.15878787878787878,0.6746413625291268,0.520387007601935,0.59
0.14389800201174383,0.7571943072868621,0.0851603092130275,0.869340232858991,0.15512465373961218,0.67114525697122,0.4941257774706289,0.58
0.14389800201174383,0.7571943072868621,0.08336353751359188,0.8926261319534282,0.15248618784530388,0.6693546079202054,0.469937802349689,0.57
0.14389800201174383,0.7571943072868621,0.08139266774267927,0.9133247089262613,0.14946543876362867,0.6657957413361686,0.444713199723566,0.5599999999999999
0.14389800201174383,0.7571943072868621,0.07956680296165322,0.9314359637774903,0.14660965180207697,0.6616733005716684,0.42073255010366273,0.5499999999999999
0.14389800201174383,0.7571943072868621,0.07698040885860306,0.9353169469598965,0.14225282833251351,0.6512023151971126,0.3974429854872149,0.5399999999999999
0.14389800201174383,0.7571943072868621,0.07567178008854113,0.9508408796895214,0.14018691588785046,0.6476844392606912,0.3769177608845888,0.5299999999999999
0.14389800201174383,0.7571943072868621,0.07385229540918163,0.9573091849935317,0.13712591494487167,0.639894280019581,0.35639253628196266,0.5199999999999999
0.14389800201174383,0.7571943072868621,0.2222222222222222,0.09831824062095731,0.13632286995515694,0.5394489648019731,0.9334485141672426,0.8599999999999999
0.14389800201174383,0.7571943072868621,0.07208337354048056,0.9663648124191462,0.1341594827586207,0.6321566341426972,0.3336558396682792,0.5099999999999999
0.14389800201174383,0.7571943072868621,0.07007682218474799,0.9676584734799483,0.13068926356250546,0.6214871180278474,0.31230131306150655,0.49999999999999994
0.14389800201174383,0.7571943072868621,0.06876371616678859,0.9728331177231565,0.128448202237595,0.6146563193930815,0.29474775397373876,0.48999999999999994
0.14389800201174383,0.7571943072868621,0.0672965504946965,0.9767141009055628,0.12591727818545698,0.6063755946595419,0.2756046993780235,0.4799999999999999
0.14389800201174383,0.7571943072868621,0.06622458773230958,0.981888745148771,0.12408043158410986,0.6002748829051149,0.25943331029716654,0.4699999999999999
0.14389800201174383,0.7571943072868621,0.06505178464435504,0.9831824062095731,0.12202954399486192,0.5928542534077726,0.2442294402211472,0.4599999999999999
0.14389800201174383,0.7571943072868621,0.06399596875787351,0.9857697283311773,0.12018927444794952,0.5860439500968144,0.22902557014512784,0.4499999999999999
0.14389800201174383,0.7571943072868621,0.06292264555500578,0.9870633893919794,0.11830374447631599,0.578732833631523,0.21402902557014514,0.43999999999999995
0.14389800201174383,0.7571943072868621,0.06210927985710806,0.9896507115135834,0.11688311688311688,0.5731271736731237,0.20110573600552867,0.42999999999999994
0.14389800201174383,0.7571943072868621,0.061195104391648665,0.9896507115135834,0.11526291999397319,0.5664103743740072,0.18838977194194886,0.41999999999999993
0.14389800201174383,0.7571943072868621,0.06033123028391167,0.9896507115135834,0.1137292797145618,0.5598760967949753,0.17601935038009675,0.4099999999999999
0.14389800201174383,0.7571943072868621,0.059675911498909315,0.9909443725743855,0.1125725622749651,0.5548647540027509,0.1653766413268832,0.3999999999999999
0.14389800201174383,0.7571943072868621,0.05907725487175537,0.9922380336351876,0.11151497528351265,0.550181950306679,0.15535590877677954,0.38999999999999996
0.14389800201174383,0.7571943072868621,0.058402497525317905,0.9922380336351876,0.11031209549834604,0.5447062987041383,0.14498963372494816,0.37999999999999995
0.14389800201174383,0.7571943072868621,0.05793602896801448,0.9935316946959897,0.10948749019887376,0.540899599264473,0.13662750518313752,0.36999999999999994
0.14389800201174383,0.7571943072868621,0.057489333033909726,0.9935316946959897,0.10868949900934051,0.5371396518307283,0.12950932964754666,0.35999999999999993
0.14389800201174383,0.7571943072868621,0.05710254696665924,0.9948253557567918,0.10800561797752808,0.5338805175513169,0.12218382861091914,0.3499999999999999
