order_id,order_delivered_customer_date,order_estimated_delivery_date,delivery_delay_days,late,delivery_label,manual_rule_check
203096f03d82e0dffbc41ebc2e2bcfb7,2017-10-09 22:23:46,2017-09-28,11.933171296296296,1,late,late
fbf9ac61453ac646ce8ad9783d7d0af6,2018-03-21 22:03:54,2018-03-12,9.919375,1,late,late
8563039e855156e48fccee4d611a3196,2018-03-20 00:59:25,2018-03-20,0.041261574074074076,1,late,late
e481f51cbdc54678b7cc49136f2d6af7,2017-10-10 21:25:13,2017-10-18,-7.107488425925926,0,on_time,on_time
53cdb2fc8bc7dce0b6741e2150273451,2018-08-07 15:27:45,2018-08-13,-5.355729166666666,0,on_time,on_time
47770eb9100c2d0c44946d9cf07ec65d,2018-08-17 18:06:29,2018-09-04,-17.245497685185185,0,on_time,on_time
